"","island","method","mpa_designation","mpa_status","site_block_drop","survey_date","survey_year","den_AAFF","den_AARG","den_ADAV","den_AFLA","den_AGUA","den_AHAR","den_AHOL","den_AINE","den_ANOB","den_AOCE","den_APFL","den_ATHE","den_AVUL","den_BATH","den_BFRE","den_BFREYOY","den_BOTH","den_BPOL","den_BRAY","den_CAGG","den_CGIG","den_CITH","den_CLUP","den_COBS","den_COTSP","den_CPRI","den_CPUN","den_CPUNYOY","den_CSAT","den_CSTI","den_CVEN","den_CVIO","den_CXAN","den_DMAC","den_EBIS","den_EJAC","den_EJOR","den_ELAT","den_EMBI","den_EMOR","den_ETAU","den_EWAL","den_GBY","den_GGAL","den_GLIN","den_GMAE","den_GMOR","den_GNIG","den_HANA","den_HARG","den_HAZU","den_HCAL","den_HCAR","den_HDEC","den_HELL","den_HEXA","den_HFRA","den_HGRI","den_HHEM","den_HLAG","den_HROS","den_HRUB","den_HSEM","den_HSEMYOY","den_HSPI","den_HSTE","den_HSTO","den_KGB","den_LARM","den_LBIL","den_LHIR","den_MCAL","den_MMIN","den_MMOL","den_NBLA","den_NCEP","den_OCAL","den_OCALYOY","den_OELO","den_OPIC","den_OTSH","den_OYB","den_OYT","den_PATR","den_PCAL","den_PCLA","den_PCLAYOY","den_PCOE","den_PFAL","den_PFUR","den_PGLA","den_PHOL","den_PLEU","den_PMAC","den_PMEL","den_PNEB","den_PNOT","den_PPRO","den_PTRI","den_PVIO","den_RALL","den_RBIN","den_RHYP","den_RJOR","den_RNIC","den_RONSP","den_RRIC","den_RSTE","den_RTOX","den_RVAC","den_SACA","den_SARG","den_SATR","den_SAUR","den_SCAL","den_SCAR","den_SCAU","den_SCHI","den_SCHR","den_SCOMSPP","den_SCON","den_SDAL","den_SDIA","den_SEBSPP","den_SENT","den_SGIG","den_SGOO","den_SGUT","den_SHOP","den_SJAP","den_SLAL","den_SLEN","den_SLUC","den_SMAL","den_SMAR","den_SMEL","den_SMIN","den_SMYS","den_SMYSYOY","den_SNEB","den_SNIG","den_SPAU","den_SPAUYOY","den_SPIN","den_SPINYOY","den_SPUL","den_SPULYOY","den_SRAS","den_SROS","den_SRUB","den_SSAG","den_SSEM","den_STICH","den_STRE","den_SUMB","den_SXYR","den_SYNG","den_TCAL","den_TPAC","den_TSEM","den_TSYM","den_UHAL","den_URON","den_USAN","den_XCAL","den_XLIO","den_ZEXA","den_ZROS"
"110","Santa Rosa","CCFRP","REF","REF","CP22","2018-09-10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429114071910713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482801932254174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248491970200043,0,0,0.0260225442937988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223340960890338,0.0789049919363422,0,0,0,0,0,0,0,0.0855072461452295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Santa Rosa","CCFRP","REF","REF","CP26","2018-09-10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220304099481391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630934345589615,0,0,0,0.376420454794833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976799244158061,0,0,0,1,0.324733824774422,0,0,0,0,0,0,0,0,0,0,0.0784406568121999,0,0,0,0,0,0,0,0,0.29186602875729,0.288720538822584,0,0,0,0,0,0,0,0.055871212302328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Santa Rosa","CCFRP","REF","REF","CP25","2018-09-11",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255995825081516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620360027320664,0,0,0,0.123370577798834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28092577824109,0.380693542711548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956581396888476,0.263604386591068,0,0,0,0,0,0,0,0.1648044694152,0,0,0,0,0,0,0,0.0551210430407349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Santa Rosa","CCFRP","REF","REF","CP32","2018-09-11",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184156243161199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185366590436367,0,0,0.136831875706467,0.179444750843475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18637068875362,0.0395061728820759,0,0,0,0,0,0,0,0.107029478546126,0,0,0,0,0,0,0,0.0536961449207159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Santa Rosa","CCFRP","REF","REF","CP34","2018-09-11",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325372208437709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127403845779597,0,0,0.0278311964853207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826522433148675,0,0.0362637361407849,0.050727650776916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"115","Santa Rosa","CCFRP","REF","REF","CP24","2018-09-12",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296266469732238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377369277978436,0.435504545908166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613468076976503,0,0,0.0326862784726478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592355412141231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Santa Rosa","CCFRP","REF","REF","CP27","2018-09-24",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178803067115407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288864802682617,0,0,0,0.43084760458721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408782631690927,0.157252418330602,1,0,0.10704048952267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111355779518884,0.259652672519527,0,0,0,0,0,0,0,0.127899414813662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Santa Rosa","CCFRP","REF","REF","CP33","2018-09-24",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227923639780637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498120301447173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512197158113359,0.107717209799434,0,0.0472610097115851,0.52888979201178,0,0,0.0112503481067871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193114365033659,0.0955165692338568,0,0,0,0,0,0,0,0.147869674339495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Santa Rosa","CCFRP","REF","REF","CP25","2019-09-24",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282763943071395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122026862175247,0,0,0,0.242673993012725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124765974550511,0,0,0.103610675136937,0.144936144966993,0,0,0,0,0,0,0,0,0,0,0.151709401852472,0,0,0,0,0,0,0,0,0,0.309116809245294,0,0,0,0,0,0,0,0.162087912256754,0,0,0,0,0,0,0,0.0542124542673895,0,0,0,0,0,0,0.734686609822663,0,0,0,0,0,0,0
"119","Santa Rosa","CCFRP","REF","REF","CP34","2019-09-24",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656106828386297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645920182026185,0,0,0,0,0,0.316044595278607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0895049193794017,0,0,0,0,0,0,0,0,0,0,0.160607529707521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"120","Santa Rosa","CCFRP","REF","REF","CP23","2018-09-25",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181219964208324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648750405095686,0,0,0,0.129016552967736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734455417100888,0.0513697729372578,0,0,0.0174835010121992,0.302823758191902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.328681164201091,0,0,0,0,0,0,0,0.0574488801690604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Santa Rosa","CCFRP","REF","REF","CP36","2018-09-25",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308997957741167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108160173291696,0,0,0,0.215097402897643,0,0.529220779044372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110588022897044,0,0,0.244897959100292,0.385398385442943,0,0,0.116594516668252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833902939918073,0.47727272743771,0,0,0,0,0,0,0,0.191558441757982,0,0,0,0,0,0,0,0.0961038962012814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Santa Rosa","CCFRP","REF","REF","CP28","2019-09-25",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189927276019997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124652323175703,0,0,0,0.492516369931956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705599359102537,0.407149900081956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57352665582011,0,0.240263896376395,0.264837335026618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107213387046926,0,0,0,0,0,0,0
"123","Santa Rosa","CCFRP","REF","REF","CP37","2019-09-25",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733074299961156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577354129674708,0,0,0,0.341421143357665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531282494424093,0,0,0,0.320014988972756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783169651676495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Santa Rosa","CCFRP","REF","REF","CP35","2019-10-02",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11549047672664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397940841680733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733432874706991,0,0.0321794245124469,0.416382252499708,0,0,0.015320439898273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836177474210719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Santa Rosa","CCFRP","REF","REF","CP38","2019-10-02",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350678935799807,0.75213675091453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560256410625892,0,0,0.0247388415078879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232896485449163,0,0,0.0967032967944741,0.101455301443922,0,0.349344728173745,0,0,0,0,0,0,0,0,0.0707977210945796,0,0,0,0,0,0,0,0,0,0.158214624965397,0,0,0,0,0,0,0,0.0504273506437678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979582150887316,0,0,0,0,0,0,0
"126","Santa Rosa","CCFRP","REF","REF","CP30","2020-10-06",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181559202172433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772931168599175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262512429442142,0.21420956924968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711252897638316,0,0.357552814568381,0.97267336965857,0,0,0,0,0,0,0,0.0684454756945186,0,0,0.189327146357865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Santa Rosa","CCFRP","REF","REF","CP37","2020-10-06",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569036597839463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365470851579372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422805893690125,0.088716519219064,0,0.458221224521567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524912805316641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Santa Rosa","CCFRP","REF","REF","CP26","2020-10-07",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398950696579479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151424242608374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232234847799949,0,0,0.085714285795102,0.0599508598991726,0,0.232234847232264,0.0204040404300367,0,0,0,0,0,0,0,0.0941287876224177,0,0,0,0,0,0,0,0,0,0.346464646550804,0,0,0,0,0,0,0,0.0670454543694602,0,0,0,0,0,0,0,0.134545454681794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Santa Rosa","CCFRP","REF","REF","CP33","2020-10-07",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158845874330955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202329858959867,0.198120867610505,0,0,0.019265617583058,0,0,0,0,0,0,0,0.266630900982039,0,0,0,0,0,0,0,0,0,0.163567000498464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Santa Rosa","CCFRP","REF","REF","CP25","2020-10-13",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24068089512102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080661823867423,0,0,0,0.316585955711922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082472423566769,0,0,0.456589415516766,0.095805248325166,0,0,0,0,0,0,0,0,0,0,0.100282485619289,0,0,0,0,0,0,0,0,0.124378743573745,0.711864407025738,0,0,0,0,0,1,0,0.214285714250595,0,0,0,0,0,0,0,0.143341404495245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Santa Rosa","CCFRP","REF","REF","CP35","2020-10-13",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203575125099233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475056446778279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164570988072733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174688057107315,0,0,0,0,0,0,0,0.105169340312715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Santa Rosa","CCFRP","REF","REF","CP23","2020-10-14",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258344186238809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275886818589592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141039797194559,0,0,0.117125110764736,0.109227239672527,0,0,0,0,0,0,0,0,0,0,0,0.745341610509317,0,0,0,0,0,0,0,0.10635283862113,0.31561996792685,0,0,0,0,0,0,0,0.12215320913009,0,0,0,0,0,0,0,0.122567287801634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Santa Rosa","CCFRP","REF","REF","CP34","2020-10-14",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778749375058514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99951550445069,0.264039620256738,0.166585917647106,0,0.0365448505693403,0.191703331286365,0,0,0,0,0,0,0,0,0,0,0.160529716074192,0,0,0,0,0,0,0,0,0,0.316537467791937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Santa Rosa","CCFRP","REF","REF","CP23","2019-10-15",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239424832637276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711590295387909,0.074655787859109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297903564036416,0,0,0,0,0,0,0,0,0,0,0.0769811319753962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Santa Rosa","CCFRP","REF","REF","CP26","2019-10-15",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10408067693755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655774277132758,0,0,0,0.253937007438091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670494310130859,0,0,0.222722159615844,0.103851883402411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505594694406468,0.235783027205047,0,0,0,0,0,0,0,0.0580708660357529,0,0,0,0,0,0,0,0.233070866203108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Santa Rosa","CCFRP","REF","REF","CP29","2020-10-15",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917430770433394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147260273597089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861056751293654,0.376403801023383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586397498959933,0.23617453076257,0,0,0,0,0,0,0,0.134703196480613,0,0,0,0,0,0,0,0.0675799084942344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Santa Rosa","CCFRP","REF","REF","CP38","2020-10-15",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115764006790037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407368420661105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717076018747351,0.0904824558017329,0,0.0793984962526058,0.0555334281749756,0,0.430245612951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343859649205588,0,0,0,0,0,0,0,0.124210526346842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Santa Rosa","CCFRP","REF","REF","CP33","2017-10-16",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177042429427856,0.575514473757819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35641204425614,0.112432420507456,0,0.246649060728763,0.552041403050752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671892496284867,0.085455179638283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Santa Rosa","CCFRP","REF","REF","CP38","2017-10-16",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288398093872956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10094949507225,0,0,0,0.195454545679318,0,0,0.219276094229701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.516077439618519,0,0,0,0.219819819813483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461952862097986,0,0,0,0,0,0,0,0.0893939394870581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
